product_name,code,category_name,B1 ויטמין,B6 ויטמין,סיבים תזונתיים,חומצה פולית,אנרגיה,חלבונים,פחמימות,שומנים,נתרן,B3 ויטמין,אשלגן,C ויטמין,ברזל,B2 ויטמין,K ויטמין,E ויטמין,מגנזיום,סוכרים מתוך פחמימות,A ויטמין,סיבים תזונתים,אבץ,מתוכם סוכר מוסף,מתוכם שומן רווי,חומצות שומן טרנס,כפיות סוכר,סידן,כולסטרול,שומן חד בלתי רווי,שומן רב בלתי רווי,סוכרים,נתרן מופחת,רב כהלים,לקטוז,D ויטמין,חלבונים (אלבומין|קזאין‎ 40|60),מתוך הפחמימות לקטוז,ויטמין D קלציפרול,3 חומצות שומן אומגה,DHA + EPA,קפאין,B12 ויטמין,ניאצין,שומן ללא טרנס,B5 ויטמין,חומצה פנתוטנית,שומן רווי,שומן טרנס,חומצות שומן רווי,ניקוטינאמיד,סיבים בלתי מסיבים,מתוכם שומן בלתי רווי,6 חומצות שומן אומגה,מתוך סוכרים חומצות אורגניות,רטיבות,אפר,סוכרוז,ביוטין,יוד,זרחן,מלח,ליקופן,מנגן,סיבים מסיסים,חומצות שומן אולאית,ויטמין E שווי אלפא טוקופרול,חומצת חומץ,ויטמין A שווי רטינול,חומצה אסקורבית,עמילן,ARA חומצת שומן,DHA חומצת שומן,נוקלאוטידים,חומצת שומן לינולאית,חומצת שומן לינולנית,סלניום,נחושת,טאורין,כולין,אינוסיטול,לוטאין,חומצה אלפא לינולנית,גלקטואוליגוסכרידים,כלור,קרניטין,כלוריד,חומצת שומן AA,ויטמין B3 ניקוטינאמיד שווי חומ,K אשלגן,לחות,כרום,מוליבדן,בלתי רווי,חומצה לאורית,חומצה לינולאית,DHA,EPA,כלורופיל
שוקו נטול לקטוז 1% גרין,P_7296073232384,בריאות במקרר,0,1,0,43,3.4,5,1,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0.6,פחות מ 0.5,1.25,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גאודה נטול לקטוז,P_7296073431244,בריאות במקרר,0,0,0,340,22,0,28,700,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.5,0,800,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
חלב אורגני גרין 1% שומן,P_7296073426530,בריאות במקרר,0,0,0,43,3.4,5,1,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0.6,פחות מ 0.5,0,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
חלב אורגני גרין 3% שומן,P_7296073426523,בריאות במקרר,0,0,0,60,3.3,5,3,40,0,0,0,0,0,0,0,0,5,0,0,0,0,1.8,פחות מ 0.5,0,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
חלב נטול לקטוז 2%,P_7290110563462,בריאות במקרר,0,0,0,51,3.4,4.95,2,40,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,1.25,200,0,0,0,4.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ סחוט תפוחים,P_1427033,בריאות במקרר,0,0,0,47,0.1,11.5,0,22,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ רימונים טבעי,P_1427132,בריאות במקרר,0,0,0,60,1.03,13.6,0.2,17,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ תפוזים קשת,P_1427019,בריאות במקרר,0,0,0,43,0.52,10.2,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ תפוחי פינק ליידי,P_1427453,בריאות במקרר,0,0,0,54,0.72,12.6,0,16,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ תפוחי סמיט 100% סחוט,P_1427347,בריאות במקרר,0,0,0,54,0.72,12.6,0,16,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ סלק ותפוחים,P_1427095,בריאות במקרר,0,0,0,38,0.62,8.7,0.2,59,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ ירוק סחוט קלאסי,P_7290016682007,בריאות במקרר,0,0,0,42,0.65,8.4,0.7,49,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ תפוח ופסיפלורה,P_1427064,בריאות במקרר,0,0,0,52,0.81,12,0.2,11,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מיץ אוכמניות אורגני,P_8017938005146,בריאות במקרר,0,0,0,174,0.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מוצרלה די בופאלו,P_6559265,בריאות במקרר,0,0,0,240,19,5,16,120,0,0,0,0,0,0,0,0,3,0,0,0,0,10,פחות מ 0.5,0.75,510,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
בלה מוצרלה 18% שומן,P_6559807,בריאות במקרר,0,0,0,240,19,5,16,120,0,0,0,0,0,0,0,0,3,0,0,0,0,10,פחות מ 0.5,0.75,510,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
בוקנצ'ני די בופאלו,P_6559340,בריאות במקרר,0,0,0,240,19,5,16,120,0,0,0,0,0,0,0,0,3,0,0,0,0,10,פחות מ 0.5,0.75,510,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
לבנה למריחה בופאלו,P_6559180,בריאות במקרר,0,0,0,137,10.5,3.5,9,350,0,0,0,0,0,0,0,0,1.6,0,0,0,0,4.5,פחות מ 0.5,0,145,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
דבקה גבינה צ'רקסית,P_6559784,בריאות במקרר,0,0,0,265,20,2,19,380,0,0,0,0,0,0,0,0,1.8,0,0,0,0,12,0.5,0,250,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינה בופאלו  5%,P_6559593,בריאות במקרר,0,0,0,101,9.5,4.5,5,145,0,0,0,0,0,0,0,0,1.9,0,0,0,0,3,פחות מ 0.5,0,170,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינת קדם 5%,P_6559692,בריאות במקרר,0,0,0,87,9.5,1,5,50,0,0,0,0,0,0,0,0,0.6,0,0,0,0,3,פחות מ 0.5,0.25,120,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינה עיראקית בופאלו,P_6559975,בריאות במקרר,0,0,0,140,22,4,4,800,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.8,פחות מ 0.5,0.75,580,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינת עזים 5% טל,P_5416095,בריאות במקרר,0,0,0,105,10.7,3.8,5,195,0,0,0,0,0,0,0,0,2.6,0,0,0,0,3,פחות מ 0.5,0.75,96,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינה מעודנת 5%,P_7290014548497,בריאות במקרר,0,0,0,75,8,4,5,250,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,פחות מ 0.5,0,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינה פטה 5% אורגני,P_6577511,בריאות במקרר,0,0,0,142,21,3.2,5,900,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,פחות מ 0.5,0,400,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
צפתית 5%,P_7290014548459,בריאות במקרר,0,0,0,137,19.3,4,5,600,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,פחות מ 0.5,0,780,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינה צפתית 5% אורגני,P_6577689,בריאות במקרר,0,0,0,137,19.3,4,5,600,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,פחות מ 0.5,0,780,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ברינזה עיזים אורגני,P_6577658,בריאות במקרר,0,0,0,142,21,3.2,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,פחות מ 0.5,0,400,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גבינה מעודנת ביו3%אורגני,P_6577665,בריאות במקרר,0,0,0,75,8,4,3,250,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,פחות מ 0.5,0,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט BIO אורגני 1.5%,P_7296073458029,בריאות במקרר,0,0,0,94,9.2,8.3,2.7,79.2,0,0,0,0,0,0,0,0,8.3,0,0,0,0,1.8,פחות מ 0.5,2,288,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט BIO אורגני 3%,P_7296073454274,בריאות במקרר,0,0,0,117,9,8.3,5.4,79.2,0,0,0,0,0,0,0,0,8.3,0,0,0,0,3.6,פחות מ 0.5,2,288,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יורט ביו ביו 5% בופאלו,P_6559388,בריאות במקרר,0,0,0,75,3.5,4,5,66,0,0,0,0,0,0,0,0,3.8,0,0,0,0,3,פחות מ 0.5,1,148,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יורט ביו 5% בופאלו,P_6559395,בריאות במקרר,0,0,0,75,3.5,4,5,66,0,0,0,0,0,0,0,0,3.8,0,0,0,0,3,פחות מ 0.5,1,148,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יורט ביו 5% תות,P_6559470,בריאות במקרר,0,0,0,94,3.5,10,4.5,66,0,0,0,0,0,0,0,0,8,0,0,0,0,2.5,פחות מ 0.5,2,148,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט פרוביוטי 5%,P_6559456,בריאות במקרר,0,0,0,77,3.5,4,5,63,0,0,0,0,0,0,0,0,3.8,0,0,0,0,3.5,פחות מ 0.5,1,144,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עזים טבעי 3%,P_5416415,בריאות במקרר,0,0,0,68,3.8,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עיזים תות,P_5416262,בריאות במקרר,0,0,0,80,3.2,11.5,3.5,30,0,0,0,0,0,0,0,0,9.5,0,0,0,0,1.9,פחות מ 0.5,0,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עיזים פירות יער,P_5416279,בריאות במקרר,0,0,0,103,3.4,14.5,3.5,45,0,0,0,0,0,0,0,0,7.7,0,0,0,0,2.5,פחות מ 0.5,2,120,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עיזים אננס,P_5416286,בריאות במקרר,0,0,0,87,3.2,11.5,3.5,30,0,0,0,0,0,0,0,0,9.5,0,0,0,0,1.9,פחות מ 0.5,0,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עיזים טבעי 3%שומן,P_5416033,בריאות במקרר,0,0,0,66,3.7,5,3.5,48,0,0,0,0,0,0,0,0,1.5,0,0,0,0,2.8,פחות מ 0.5,0,140,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עיזים ביו,P_5697555,בריאות במקרר,0,0,0,71,3.2,6.1,3.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,פחות מ 0.5,0,120,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט אורגני ביו,P_6577160,בריאות במקרר,0,0,0,76.6,4.1,3.8,3.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,פחות מ 0.5,0,115,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט 3.6%,P_7290014548633,בריאות במקרר,0,0,0,76.6,4.1,3.8,3.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,פחות מ 0.5,0,115,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עיזים ביו,P_5697517,בריאות במקרר,0,0,0,71,3.2,6.1,3.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,פחות מ 0.5,0,120,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט עיזים תות ביו,P_5697531,בריאות במקרר,0,0,0,79.5,3.3,9.8,3,40,0,6.9,0,0,0,0,0,0,0,0,0,0,0,1.5,פחות מ 0.5,0,111,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פריגורט תות אורגני,P_7290016606164,בריאות במקרר,0,0,0,81,3.5,13,2.8,54,0,0,0,0,0,0,0,0,7.1,0,0,0,0,1.9,פחות מ 0.5,1.75,124,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פריגורט עיזים פירות יער,P_7290016606171,בריאות במקרר,0,0,0,82,3.6,13,2.8,50,0,0,0,0,0,0,0,0,7.3,0,0,0,0,1.9,פחות מ 0.5,1.75,117,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פריגורט עיזים פרג,P_7290016606201,בריאות במקרר,0,0,0,88,3.4,12,2.9,55,0,0,0,0,0,0,0,0,6.7,0,0,0,0,1.9,פחות מ 0.5,1.75,121,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פריגורט עיזים פסיפלורה,P_7290016606188,בריאות במקרר,0,0,0,82,3.5,11,2.6,65,0,0,0,0,0,0,0,0,6.8,0,0,0,0,2,פחות מ 0.5,1.75,130,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט טבעי מחלב עיזים,P_7290016606522,בריאות במקרר,0,0,0,58,3.4,5,2.3,65,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,פחות מ 0.5,0.75,146,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
יוגורט אורגני עיזים,P_4074036,בריאות במקרר,0,0,0,51,2.9,4.2,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,פחות מ 0.5,0,138,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
חמאת שקדים100%,P_8010024006010,בריאות במקרר,0,0,0,603,22,5,55,0,0,0,0,0,0,0,0,264,0,0,0,0,0,3.8,פחות מ 0.5,0,240,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ממרח אריסה,P_7290016574272,בריאות במקרר,0,7,0,393,3,13,35,870,0,0,0,0,0,0,0,0,4,0,0,0,0,5.2,פחות מ 0.5,0,0,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ממרח עגבניות וציפוטלה,P_7290015958011,בריאות במקרר,0,3.3,0,440,4,16,40,918,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ממרח פסטו ושמן כמהין,P_7290016574012,בריאות במקרר,0,2,0,481,2,2.5,51,511,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
